2025-09-28 10:57:25,884 p=2514823 u=root n=ansible | PLAY [APK SIEM Product Installer - Fixed Version] *******************************************************************************************************************************************************************************************
2025-09-28 10:57:39,265 p=2514823 u=root n=ansible | ok: [lb1] => (item=HISTSIZE)
2025-09-28 10:57:39,268 p=2514823 u=root n=ansible | ok: [host1] => (item=HISTSIZE)
2025-09-28 10:57:39,332 p=2514823 u=root n=ansible | ok: [host3] => (item=HISTSIZE)
2025-09-28 10:57:39,342 p=2514823 u=root n=ansible | ok: [host2] => (item=HISTSIZE)
2025-09-28 10:57:39,349 p=2514823 u=root n=ansible | ok: [bda] => (item=HISTSIZE)
2025-09-28 10:57:40,016 p=2514823 u=root n=ansible | ok: [host1] => (item=HISTFILESIZE)
2025-09-28 10:57:40,024 p=2514823 u=root n=ansible | ok: [host3] => (item=HISTFILESIZE)
2025-09-28 10:57:40,049 p=2514823 u=root n=ansible | ok: [lb1] => (item=HISTFILESIZE)
2025-09-28 10:57:40,241 p=2514823 u=root n=ansible | ok: [bda] => (item=HISTFILESIZE)
2025-09-28 10:57:40,276 p=2514823 u=root n=ansible | ok: [host2] => (item=HISTFILESIZE)
2025-09-28 10:57:40,362 p=2514823 u=root n=ansible | TASK [add-new-node : Ensure role is run only on ELASTICSEARCH hosts] ************************************************************************************************************************************************************************
2025-09-28 10:57:40,454 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:40,500 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:40,561 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:40,564 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:40,598 p=2514823 u=root n=ansible | ok: [lb1]
2025-09-28 10:57:40,613 p=2514823 u=root n=ansible | TASK [add-new-node : Check if Elasticsearch binary is present] ******************************************************************************************************************************************************************************
2025-09-28 10:57:41,535 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:41,561 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:41,586 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:41,598 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:41,599 p=2514823 u=root n=ansible | ok: [lb1]
2025-09-28 10:57:41,627 p=2514823 u=root n=ansible | TASK [add-new-node : Check if Elasticsearch service configuration file exists] **************************************************************************************************************************************************************
2025-09-28 10:57:42,464 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:42,527 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:42,530 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:42,564 p=2514823 u=root n=ansible | ok: [lb1]
2025-09-28 10:57:42,569 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:42,590 p=2514823 u=root n=ansible | TASK [add-new-node : Set fact for nodes where Elasticsearch is not installed] ***************************************************************************************************************************************************************
2025-09-28 10:57:42,728 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:42,779 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:42,843 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:42,846 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:42,890 p=2514823 u=root n=ansible | ok: [lb1]
2025-09-28 10:57:42,916 p=2514823 u=root n=ansible | TASK [add-new-node : Check if /var/www/elastic directory exists] ****************************************************************************************************************************************************************************
2025-09-28 10:57:42,992 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:43,048 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:43,098 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:43,160 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:44,035 p=2514823 u=root n=ansible | ok: [lb1]
2025-09-28 10:57:44,053 p=2514823 u=root n=ansible | TASK [add-new-node : Set fact is_new_lb to true if directory does not exist] ****************************************************************************************************************************************************************
2025-09-28 10:57:44,162 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:44,234 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:44,336 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:44,343 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:44,450 p=2514823 u=root n=ansible | ok: [lb1]
2025-09-28 10:57:44,472 p=2514823 u=root n=ansible | TASK [add-new-node : Set fact is_new_lb to false if directory exists] ***********************************************************************************************************************************************************************
2025-09-28 10:57:44,535 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:44,584 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:44,682 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:44,684 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:44,719 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:44,837 p=2514823 u=root n=ansible | TASK [install_elastic : Display installation banner] ****************************************************************************************************************************************************************************************
2025-09-28 10:57:44,987 p=2514823 u=root n=ansible | ok: [host1] => {
    "msg": "╔══════════════════════════════════════════════════════════════╗\n║         MULTI-NODE ELASTICSEARCH INSTALLATION STARTED        ║\n╠══════════════════════════════════════════════════════════════╣\n║ Physical Host: host1                      ║\n║ IP: 192.168.166.130                       ║\n║ Nodes: 3                                      ║\n║ Version: 8.18.2                                    ║\n║ Time: 2025-09-28T07:27:32Z                        ║\n╚══════════════════════════════════════════════════════════════╝\n"
}
2025-09-28 10:57:44,999 p=2514823 u=root n=ansible | ok: [host3] => {
    "msg": "╔══════════════════════════════════════════════════════════════╗\n║         MULTI-NODE ELASTICSEARCH INSTALLATION STARTED        ║\n╠══════════════════════════════════════════════════════════════╣\n║ Physical Host: host3                      ║\n║ IP: 192.168.166.132                       ║\n║ Nodes: 3                                      ║\n║ Version: 8.18.2                                    ║\n║ Time: 2025-09-28T07:27:31Z                        ║\n╚══════════════════════════════════════════════════════════════╝\n"
}
2025-09-28 10:57:45,008 p=2514823 u=root n=ansible | ok: [host2] => {
    "msg": "╔══════════════════════════════════════════════════════════════╗\n║         MULTI-NODE ELASTICSEARCH INSTALLATION STARTED        ║\n╠══════════════════════════════════════════════════════════════╣\n║ Physical Host: host2                      ║\n║ IP: 192.168.166.131                       ║\n║ Nodes: 3                                      ║\n║ Version: 8.18.2                                    ║\n║ Time: 2025-09-28T07:27:33Z                        ║\n╚══════════════════════════════════════════════════════════════╝\n"
}
2025-09-28 10:57:45,084 p=2514823 u=root n=ansible | ok: [bda] => {
    "msg": "╔══════════════════════════════════════════════════════════════╗\n║         MULTI-NODE ELASTICSEARCH INSTALLATION STARTED        ║\n╠══════════════════════════════════════════════════════════════╣\n║ Physical Host: bda                      ║\n║ IP: 192.168.166.130                       ║\n║ Nodes: 1                                      ║\n║ Version: 8.18.2                                    ║\n║ Time: 2025-09-28T07:27:32Z                        ║\n╚══════════════════════════════════════════════════════════════╝\n"
}
2025-09-28 10:57:45,086 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:45,140 p=2514823 u=root n=ansible | TASK [install_elastic : Build comprehensive node list from all physical hosts] **************************************************************************************************************************************************************
2025-09-28 10:57:45,421 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:45,472 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:45,478 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:45,528 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:45,594 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:45,621 p=2514823 u=root n=ansible | TASK [install_elastic : Extract master-eligible nodes for discovery] ************************************************************************************************************************************************************************
2025-09-28 10:57:45,825 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:45,880 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:45,893 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:45,946 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:45,961 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:45,992 p=2514823 u=root n=ansible | TASK [install_elastic : Set discovery seed hosts] *******************************************************************************************************************************************************************************************
2025-09-28 10:57:46,159 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:46,186 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:46,234 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:46,270 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:46,276 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:46,289 p=2514823 u=root n=ansible | TASK [install_elastic : Set initial master nodes] *******************************************************************************************************************************************************************************************
2025-09-28 10:57:46,413 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:46,474 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:46,490 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:46,493 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:46,548 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:46,575 p=2514823 u=root n=ansible | TASK [install_elastic : Detect deployment type] *********************************************************************************************************************************************************************************************
2025-09-28 10:57:46,746 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:46,806 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:46,816 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:46,836 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:46,898 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:46,927 p=2514823 u=root n=ansible | TASK [install_elastic : Set elasticsearch_node_roles for ALL deployments] *******************************************************************************************************************************************************************
2025-09-28 10:57:47,131 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:47,212 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:47,284 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:47,300 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:47,312 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:47,350 p=2514823 u=root n=ansible | TASK [install_elastic : Ensure elasticsearch_node_roles fallback] ***************************************************************************************************************************************************************************
2025-09-28 10:57:47,505 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:47,600 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:47,612 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:47,656 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:47,682 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:47,705 p=2514823 u=root n=ansible | TASK [install_elastic : Display deployment configuration] ***********************************************************************************************************************************************************************************
2025-09-28 10:57:47,864 p=2514823 u=root n=ansible | ok: [host1] => {
    "msg": "📋 Deployment Configuration:\n==========================\nType: multi-node\nNodes on this host: 3\nMulti-node deployment: True\nPrimary node roles: ['master']\n"
}
2025-09-28 10:57:47,872 p=2514823 u=root n=ansible | ok: [host2] => {
    "msg": "📋 Deployment Configuration:\n==========================\nType: multi-node\nNodes on this host: 3\nMulti-node deployment: True\nPrimary node roles: ['master']\n"
}
2025-09-28 10:57:47,892 p=2514823 u=root n=ansible | ok: [host3] => {
    "msg": "📋 Deployment Configuration:\n==========================\nType: multi-node\nNodes on this host: 3\nMulti-node deployment: True\nPrimary node roles: ['master']\n"
}
2025-09-28 10:57:47,909 p=2514823 u=root n=ansible | ok: [bda] => {
    "msg": "📋 Deployment Configuration:\n==========================\nType: single-node\nNodes on this host: 1\nMulti-node deployment: False\nPrimary node roles: ['master', 'transform', 'ml', 'ingest', 'data_content']\n"
}
2025-09-28 10:57:47,919 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:47,933 p=2514823 u=root n=ansible | TASK [install_elastic : Check if host has Elasticsearch nodes] ******************************************************************************************************************************************************************************
2025-09-28 10:57:48,091 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:48,133 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:48,134 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:48,185 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:48,204 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:48,234 p=2514823 u=root n=ansible | TASK [install_elastic : Debug host elasticsearch configuration] *****************************************************************************************************************************************************************************
2025-09-28 10:57:48,439 p=2514823 u=root n=ansible | ok: [host1] => {
    "msg": "🔍 Host Configuration Debug:\n===========================\nHost: host1\nGroups: ['DATA_NODES', 'ELASTICSEARCH', 'HOT', 'MASTER', 'ML', 'physical_hosts']\nHas elasticsearch_nodes defined: True\nNode count: 3\nWill deploy Elasticsearch: True\nService type: elasticsearch\n"
}
2025-09-28 10:57:48,446 p=2514823 u=root n=ansible | ok: [host2] => {
    "msg": "🔍 Host Configuration Debug:\n===========================\nHost: host2\nGroups: ['DATA_NODES', 'ELASTICSEARCH', 'MASTER', 'SF', 'WARM', 'physical_hosts']\nHas elasticsearch_nodes defined: True\nNode count: 3\nWill deploy Elasticsearch: True\nService type: elasticsearch\n"
}
2025-09-28 10:57:48,534 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:48,538 p=2514823 u=root n=ansible | ok: [host3] => {
    "msg": "🔍 Host Configuration Debug:\n===========================\nHost: host3\nGroups: ['COLD', 'DATA_NODES', 'ELASTICSEARCH', 'HOT', 'MASTER', 'physical_hosts']\nHas elasticsearch_nodes defined: True\nNode count: 3\nWill deploy Elasticsearch: True\nService type: elasticsearch\n"
}
2025-09-28 10:57:48,632 p=2514823 u=root n=ansible | ok: [bda] => {
    "msg": "🔍 Host Configuration Debug:\n===========================\nHost: bda\nGroups: ['BDA', 'ELASTICSEARCH', 'MASTER', 'ML', 'SF', 'physical_hosts']\nHas elasticsearch_nodes defined: True\nNode count: 1\nWill deploy Elasticsearch: True\nService type: elasticsearch\n"
}
2025-09-28 10:57:48,665 p=2514823 u=root n=ansible | TASK [install_elastic : Skip non-Elasticsearch hosts] ***************************************************************************************************************************************************************************************
2025-09-28 10:57:48,837 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:48,899 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:48,903 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:48,938 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:49,120 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:49,144 p=2514823 u=root n=ansible | TASK [install_elastic : Skip load balancer hosts] *******************************************************************************************************************************************************************************************
2025-09-28 10:57:49,356 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:49,412 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:49,425 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:49,429 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:49,456 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:49,472 p=2514823 u=root n=ansible | TASK [install_elastic : Ensure required variables are set] **********************************************************************************************************************************************************************************
2025-09-28 10:57:49,593 p=2514823 u=root n=ansible | ok: [host1] => {
    "changed": false,
    "msg": "All assertions passed"
}
2025-09-28 10:57:49,641 p=2514823 u=root n=ansible | ok: [host2] => {
    "changed": false,
    "msg": "All assertions passed"
}
2025-09-28 10:57:49,647 p=2514823 u=root n=ansible | ok: [host3] => {
    "changed": false,
    "msg": "All assertions passed"
}
2025-09-28 10:57:49,673 p=2514823 u=root n=ansible | ok: [bda] => {
    "changed": false,
    "msg": "All assertions passed"
}
2025-09-28 10:57:49,701 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:49,731 p=2514823 u=root n=ansible | TASK [install_elastic : Create Elasticsearch directories] ***********************************************************************************************************************************************************************************
2025-09-28 10:57:50,043 p=2514823 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/elasticsearch) 
2025-09-28 10:57:50,065 p=2514823 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/elasticsearch/data) 
2025-09-28 10:57:50,091 p=2514823 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/elasticsearch/logs) 
2025-09-28 10:57:50,116 p=2514823 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/elasticsearch/config) 
2025-09-28 10:57:50,141 p=2514823 u=root n=ansible | skipping: [lb1] => (item=/usr/share/siem/elasticsearch/certs) 
2025-09-28 10:57:50,146 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:50,677 p=2514823 u=root n=ansible | ok: [host2] => (item=/usr/share/siem/elasticsearch)
2025-09-28 10:57:50,709 p=2514823 u=root n=ansible | ok: [host1] => (item=/usr/share/siem/elasticsearch)
2025-09-28 10:57:50,877 p=2514823 u=root n=ansible | ok: [host3] => (item=/usr/share/siem/elasticsearch)
2025-09-28 10:57:50,902 p=2514823 u=root n=ansible | ok: [bda] => (item=/usr/share/siem/elasticsearch)
2025-09-28 10:57:51,671 p=2514823 u=root n=ansible | ok: [host2] => (item=/usr/share/siem/elasticsearch/data)
2025-09-28 10:57:51,828 p=2514823 u=root n=ansible | ok: [host3] => (item=/usr/share/siem/elasticsearch/data)
2025-09-28 10:57:51,851 p=2514823 u=root n=ansible | ok: [host1] => (item=/usr/share/siem/elasticsearch/data)
2025-09-28 10:57:51,936 p=2514823 u=root n=ansible | ok: [bda] => (item=/usr/share/siem/elasticsearch/data)
2025-09-28 10:57:52,474 p=2514823 u=root n=ansible | ok: [host2] => (item=/usr/share/siem/elasticsearch/logs)
2025-09-28 10:57:52,665 p=2514823 u=root n=ansible | ok: [host3] => (item=/usr/share/siem/elasticsearch/logs)
2025-09-28 10:57:52,776 p=2514823 u=root n=ansible | ok: [host1] => (item=/usr/share/siem/elasticsearch/logs)
2025-09-28 10:57:52,931 p=2514823 u=root n=ansible | ok: [bda] => (item=/usr/share/siem/elasticsearch/logs)
2025-09-28 10:57:53,307 p=2514823 u=root n=ansible | ok: [host2] => (item=/usr/share/siem/elasticsearch/config)
2025-09-28 10:57:53,466 p=2514823 u=root n=ansible | ok: [host3] => (item=/usr/share/siem/elasticsearch/config)
2025-09-28 10:57:53,701 p=2514823 u=root n=ansible | ok: [host1] => (item=/usr/share/siem/elasticsearch/config)
2025-09-28 10:57:53,702 p=2514823 u=root n=ansible | ok: [bda] => (item=/usr/share/siem/elasticsearch/config)
2025-09-28 10:57:54,034 p=2514823 u=root n=ansible | ok: [host2] => (item=/usr/share/siem/elasticsearch/certs)
2025-09-28 10:57:54,198 p=2514823 u=root n=ansible | ok: [host3] => (item=/usr/share/siem/elasticsearch/certs)
2025-09-28 10:57:54,419 p=2514823 u=root n=ansible | ok: [host1] => (item=/usr/share/siem/elasticsearch/certs)
2025-09-28 10:57:54,607 p=2514823 u=root n=ansible | ok: [bda] => (item=/usr/share/siem/elasticsearch/certs)
2025-09-28 10:57:54,623 p=2514823 u=root n=ansible | TASK [install_elastic : Create Docker network for Elasticsearch] ****************************************************************************************************************************************************************************
2025-09-28 10:57:54,848 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:56,059 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:56,275 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:56,344 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:56,563 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:56,590 p=2514823 u=root n=ansible | TASK [install_elastic : Check current vm.max_map_count] *************************************************************************************************************************************************************************************
2025-09-28 10:57:56,918 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:57,450 p=2514823 u=root n=ansible | ok: [host1]
2025-09-28 10:57:57,570 p=2514823 u=root n=ansible | ok: [host2]
2025-09-28 10:57:57,702 p=2514823 u=root n=ansible | ok: [host3]
2025-09-28 10:57:57,908 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:57:57,932 p=2514823 u=root n=ansible | TASK [install_elastic : Set vm.max_map_count using shell command] ***************************************************************************************************************************************************************************
2025-09-28 10:57:58,103 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:58,162 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:58,169 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:58,169 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:58,222 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:58,240 p=2514823 u=root n=ansible | TASK [install_elastic : Make vm.max_map_count persistent] ***********************************************************************************************************************************************************************************
2025-09-28 10:57:58,377 p=2514823 u=root n=ansible | skipping: [host1]
2025-09-28 10:57:58,426 p=2514823 u=root n=ansible | skipping: [host2]
2025-09-28 10:57:58,429 p=2514823 u=root n=ansible | skipping: [host3]
2025-09-28 10:57:58,449 p=2514823 u=root n=ansible | skipping: [bda]
2025-09-28 10:57:58,497 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:58,520 p=2514823 u=root n=ansible | TASK [install_elastic : Set vm.swappiness] **************************************************************************************************************************************************************************************************
2025-09-28 10:57:58,804 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:57:59,391 p=2514823 u=root n=ansible | changed: [host2]
2025-09-28 10:57:59,441 p=2514823 u=root n=ansible | changed: [host1]
2025-09-28 10:57:59,567 p=2514823 u=root n=ansible | changed: [bda]
2025-09-28 10:57:59,572 p=2514823 u=root n=ansible | changed: [host3]
2025-09-28 10:57:59,601 p=2514823 u=root n=ansible | TASK [install_elastic : Make vm.swappiness persistent] **************************************************************************************************************************************************************************************
2025-09-28 10:58:00,047 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:58:00,575 p=2514823 u=root n=ansible | changed: [host2]
2025-09-28 10:58:00,589 p=2514823 u=root n=ansible | changed: [host1]
2025-09-28 10:58:00,668 p=2514823 u=root n=ansible | changed: [host3]
2025-09-28 10:58:00,797 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:58:00,813 p=2514823 u=root n=ansible | TASK [install_elastic : Set fs.file-max] ****************************************************************************************************************************************************************************************************
2025-09-28 10:58:01,063 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:58:01,744 p=2514823 u=root n=ansible | changed: [host1]
2025-09-28 10:58:01,752 p=2514823 u=root n=ansible | changed: [host2]
2025-09-28 10:58:01,772 p=2514823 u=root n=ansible | changed: [bda]
2025-09-28 10:58:01,791 p=2514823 u=root n=ansible | changed: [host3]
2025-09-28 10:58:01,815 p=2514823 u=root n=ansible | TASK [install_elastic : Make fs.file-max persistent] ****************************************************************************************************************************************************************************************
2025-09-28 10:58:02,118 p=2514823 u=root n=ansible | skipping: [lb1]
2025-09-28 10:58:02,782 p=2514823 u=root n=ansible | changed: [host1]
2025-09-28 10:58:02,788 p=2514823 u=root n=ansible | changed: [host2]
2025-09-28 10:58:02,870 p=2514823 u=root n=ansible | changed: [host3]
2025-09-28 10:58:02,911 p=2514823 u=root n=ansible | ok: [bda]
2025-09-28 10:58:02,928 p=2514823 u=root n=ansible | TASK [install_elastic : Verify kernel parameters] *******************************************************************************************************************************************************************************************
2025-09-28 10:58:03,137 p=2514823 u=root n=ansible | skipping: [lb1]
